,trial_id,protocol_or_trial_id,trial_title,therapeutic_area,disease,sponsor,sponsor_type,primary_endpoint,secondary_endpoint,contains_nct,nct_number,drug_id
2692,203106,"14945, I4T-MC-JVCP, NCT02065765, TrialTroveID-203106",An International Single-Arm Protocol to Provide Expanded Access to Ramucirumab for the Treatment of Metastatic Gastric or Gastroesophageal Junction Adenocarcinoma Following Disease Progression After Prior Fluoropyrimidine and/or Platinum-Containing Chemotherapy,Oncology,Oncology: Esophageal; Oncology: Gastric,Eli Lilly,"Industry, Top 20 Pharma",Disease Progression,,True,NCT02065765,40407
2693,197186,"15045, Cyramza, I4T-JE-JVCL, JapicCTI-132341, NCT01983878, TrialTroveID-197186",A Phase II Study of Ramucirumab in the Treatment of Metastatic Gastric or Gastroesophageal Junction Adenocarcinoma Following Disease Progression on First Line Platinum- or Fluoropyrimidine-Containing Combination Therapy in Japanese Patients,Oncology,Oncology: Esophageal; Oncology: Gastric,Eli Lilly,"Industry, Top 20 Pharma","Disease Progression, Progression-free survival","Clinical benefit rate, Cmax, Complete response, Overall response rate, Overall survival, Partial response, Progression-free survival, Progressive disease rate, Response evaluation criteria in solid tumors, Stable Disease",True,NCT01983878,40407
2694,175765,"14658, I4T-JE-JVCG, JapicCTI-122032, JVCG, NCT01703091, TrialTroveID-175765","A Randomized, Double-Blind, Phase II Study of Docetaxel and Ramucirumab Versus Docetaxel and Placebo in the Treatment of Stage IV Non-Small Cell Lung Cancer Following Disease Progression After One Prior Platinum-Based Therapy",Oncology,"Oncology: Lung, Non-Small Cell",Eli Lilly,"Industry, Top 20 Pharma","Progression-free survival, Progressive disease rate, Response evaluation criteria in solid tumors","Appetite, Clinical benefit rate, Complete response, EQ-5D, Overall response rate, Overall survival, Partial response, Progressive disease rate, Quality of Life, Response evaluation criteria in solid tumors, Stable Disease, Visual Analog Scale",True,NCT01703091,40407
2695,174260,"14139, CTR20132703, I4T-CR-JVBU, NCT01682135, TrialTroveID-174260",Phase I Study of Ramucirumab in Patients with Advanced Solid Tumors,Oncology,Oncology: Unspecified Solid Tumor,Eli Lilly {ImClone},"Industry, Top 20 Pharma","Adverse Events, Area under the curve score, Cmax, Cmin, Safety and Tolerability, Serious Adverse Events","Complete response, Disease Progression - duration, Duration of overall response, Overall response rate - duration, Overall response rate, Partial response, Progressive disease rate, Response evaluation criteria in solid tumors, Time to progression",True,NCT01682135,40407
2696,170783,"14433, CP12-1033, I4T-IE-JVCB, IMCL4Y12, NCT01634555, TrialTroveID-170783",A Study to Evaluate the Potential of Concomitant Ramucirumab to Affect the Pharmacokinetics of Irinotecan and Its Metabolite SN-38 When Coadministered With Folinic Acid and 5 Fluorouracil in Patients With Advanced Malignant Solid Tumors,Oncology,Oncology: Unspecified Solid Tumor,Eli Lilly {ImClone},"Industry, Top 20 Pharma",Cmax,Cmax,True,NCT01634555,40407
2697,164981,"14434, CP13-0713, I4T-IE-JVCC, NCT01567163, TrialTroveID-164981",A Study to Evaluate the Potential of Concomitant Ramucirumab to Affect the Pharmacokinetics of Docetaxel in Patients With Advanced Malignant Solid Tumors,Oncology,"Oncology: Lung, Non-Small Cell; Oncology: Prostate",Eli Lilly {ImClone},"Industry, Top 20 Pharma",Cmax,Cmax,True,NCT01567163,40407
2698,160966,"051204, 14432, CP12-1032, I4T-IE-JVCA, NCT01515306, TrialTroveID-160966",A Study to Evaluate the Potential of Concomitant Ramucirumab to Affect the Pharmacokinetics of Paclitaxel in Patients With Advanced Malignant Solid Tumors,Oncology,Oncology: Unspecified Solid Tumor,Eli Lilly {ImClone},"Industry, Top 20 Pharma",Cmax,Cmax,True,NCT01515306,40407
2699,141494,"14223, 14T-IE-JVBY, CP12-1029, JapicCTI-111425, NCT01286818, TrialTroveID-141494","A Phase Ib Study of Irinotecan, Levofolinate, and 5-Fluorouracil (FOLFIRI) Plus Ramucirumab (IMC-1121B) Drug Product in Japanese Subjects With Metastatic Colorectal Carcinoma Progressive During or Following First-Line Combination Therapy With Bevacizumab, Oxaliplatin, and a Fluoropyrimidine",Oncology,Oncology: Colorectal,Eli Lilly {ImClone},"Industry, Top 20 Pharma","Absolute Neutrophil Count, Adverse Events, Common Terminology Criteria for Adverse Events, Dose-limiting toxicities, Infusion-related reactions, Neutropenia, Safety and Tolerability, Safety and Tolerability, Serious Adverse Events, Treatment Emergent Adverse Events, Urine protein level","Area under the curve score, Cmax, Complete response, Elimination half-life, Overall response rate, Partial response, Progressive disease rate, Response evaluation criteria in solid tumors, Stable Disease, Volume of distribution",True,NCT01286818,40407
2700,141311,"10522, 13943, 20101692, 4B-11-1, CP20-0902, I4Y-IE-JCDC, IML CP20-0902, NCT01282463, TrialTroveID-141311, USO 09-217","An Open-Label, Multicenter, Randomized Phase II Study Evaluating the Safety and Efficacy of Docetaxel in Combination with Ramucirumab (IMC-1121B) Drug Product or IMC-18F1 or without Investigational Therapy as Second-line Therapy in Patients with Locally Advanced or Metastatic Transitional Cell Carcinoma of the Bladder, Urethra, Ureter, or Renal Pelvis Following Disease Progression on First-line Platinum-based Therapy",Oncology,Oncology: Bladder; Oncology: Renal,Eli Lilly {ImClone},"Industry, Top 20 Pharma","Progression-free survival, Progressive disease rate, Response evaluation criteria in solid tumors","Adverse Events, Cmax, Cmin, Complete response, Duration of overall response, Neutralizing antibody response, Overall response rate, Overall survival, Partial response, Progressive disease rate, Response evaluation criteria in solid tumors, Response rate, Serious Adverse Events",True,NCT01282463,40407
2701,139137,"14200, CP12-1028, I4T-IE-JVBX, NCT01256567, TrialTroveID-139137",A Phase Ib Study of Docetaxel in Combination With Ramucirumab (IMC-1121B) Drug Product in Patients With Locally Advanced or Metastatic Breast Cancer,Oncology,Oncology: Breast,Eli Lilly {ImClone},"Industry, Top 20 Pharma","Adverse Events, Dose-limiting toxicities, Heart rate corrected QT interval, Neutropenia, Partial thromboplastin time, Prothrombin ratio, Safety and Tolerability, Safety and Tolerability, Serious Adverse Events, Treatment Emergent Adverse Events","Area under the curve score, Cmax, Elimination half-life, Volume of distribution",True,NCT01256567,40407
2702,138925,"14204, CP12-1026, I4T-IE-JVBW, NCT01253525, TrialTroveID-138925",A Phase Ib Study of Weekly Paclitaxel With Ramucirumab (IMC-1121B) Drug Product in Patients With Advanced Gastric Adenocarcinomas.,Oncology,Oncology: Esophageal; Oncology: Gastric,Eli Lilly {ImClone},"Industry, Top 20 Pharma","Adverse Events, Common Terminology Criteria for Adverse Events, Dose-limiting toxicities, Neutropenia, Partial thromboplastin time, Prothrombin ratio, Safety and Tolerability, Serious Adverse Events","Area under the curve score, Cmax, Elimination half-life, Volume of distribution",True,NCT01253525,40407
2703,138406,"14057, 2011.098.C, 201102269, 7575, GCC 1127, GI 152, I4T-MC-JVBT, MUSC 101560, NCT01246960, TrialTroveID-138406","Randomized, Placebo-Controlled, Double-Blind Phase II Study of mFOLFOX6 Chemotherapy Plus Ramucirumab Drug Product (IMC-1121B) Versus mFOLFOX6 Plus Placebo for Advanced Adenocarcinoma of the Esophagus, Gastroesophageal Junction or Stomach",Oncology,Oncology: Esophageal; Oncology: Gastric,Eli Lilly,"Industry, Top 20 Pharma","Progression-free survival, Progressive disease rate, Response evaluation criteria in solid tumors","Clinical benefit rate, Complete response, Duration of overall response, Overall response rate, Overall survival, Partial response, Progressive disease rate, Response evaluation criteria in solid tumors, Response rate, Safety and Tolerability, Time to progression",True,NCT01246960,40407
2704,137384,"05005388, 13944, 1B-10-11, BRE 183, CP20-0903, I4Y-IE-JCDD, IMCL CP20-0903, NCT01234402, STU 032011-167, TrialTroveID-137384","An Open-Label, Multicenter, Randomized Phase II Study Evaluating the Safety and Efficacy of Ramucirumab (IMC-1121B) Drug Product or Icrucumab (IMC-18F1) in Combination With Capecitabine or Capecitabine Monotherapy, in Unresectable, Locally Advanced or Metastatic Breast Cancer Patients Previously Treated With Anthracycline and Taxane Therapy",Oncology,Oncology: Breast,Eli Lilly,"Industry, Top 20 Pharma","Disease Progression, Progression-free survival, Response evaluation criteria in solid tumors","Adverse Events, Area under the curve score, Circulating Tumor Cells, Cmax, Cmin, Complete response, Disease Progression, Duration of overall response, Elimination half-life, Overall response rate, Overall survival, Partial response, Progressive disease rate, Response evaluation criteria in solid tumors, Safety and Tolerability, Serious Adverse Events, Volume of distribution",True,NCT01234402,40407
2705,133347,"13856, 13856I4T-MC-JVBB, 201011820, 20101327, CP12-0920, CTRI/2011/07/001900, EudraCT Number: 2010-021037-32, I4T-MC-JVBB, I4T-MC-JVBB(e), I4T-MD-JVBB, IMCL CP12-0920, J10112, JapicCTI-111571, JVBB, Lilly I4T-MC-JVBB, NCT01183780, NL34026.096.10, RAISE, RECF1553, TrialTroveID-133347, USON 10101, Veeda V10-009","A Randomized, Double-blind, Multicenter Phase III Study of Irinotecan, Folinic Acid, and 5-Fluorouracil (FOLFIRI) Plus Ramucirumab or Placebo in Patients With Metastatic Colorectal Carcinoma Progressive During or Following First-Line Combination Therapy With Bevacizumab, Oxaliplatin, and a Fluoropyrimidine",Oncology,Oncology: Colorectal,Eli Lilly {ImClone},"Industry, Top 20 Pharma","Adverse Events, Common Terminology Criteria for Adverse Events, Overall survival, Response evaluation criteria in solid tumors, Safety and Tolerability, Vital signs","Anti-drug antibodies, Cmax, Cmin, Complete response, Disease Progression, EORTC Quality of Life Questionnaire, EQ-5D, Global health status, Overall response rate, Partial response, Progression-free survival, Progressive disease rate, Quality of Life, Response evaluation criteria in solid tumors, Safety and Tolerability",True,NCT01183780,40407
2706,131903,"13894, 14-IE-JVBE, CP12-0922, EudraCT Number: 2010-020426-18, I4T-IE-JVBE, IMCL CP12-0922, IMCLCP12-0922, ImClone#13894#14-IE-JVBE#RAINBOW, IRAS ID: 60241, JapicCTI-111456, NCT01170663, RAINBOW, RECF1625, TrialTroveID-131903, UW10036","A Randomized, Multicenter, Double-Blind, Placebo-Controlled Phase III Study of Weekly Paclitaxel With or Without Ramucirumab (IMC-1121B) Drug Product in Patients With Metastatic Gastric Adenocarcinoma, Refractory to or Progressive After First-Line Therapy With Platinum and Fluoropyrimidine",Oncology,Oncology: Esophageal; Oncology: Gastric,Eli Lilly {ImClone},"Industry, Top 20 Pharma","Adverse Events, Overall survival, Safety and Tolerability, Vital signs","Adverse Events, Anti-drug antibodies, Appetite, Cmax, Cmin, Complete response, EORTC Quality of Life Questionnaire, EQ-5D, Global health status, Nausea, Overall response rate, Partial response, Progression-free survival, Progressive disease rate, Quality of Life, Response evaluation criteria in solid tumors, Safety and Tolerability, Serious Adverse Events, Stable Disease, Time to progression, Vomiting",True,NCT01170663,40407
2707,130980,"13916, 14T-IE-JVBL, CP12-0917, EudraCT Number: 2009-016784-11, IMC-CP12-0917, IMCLCP12-0917, NCRN172, NCT01160744, SMMC 10-009, TrialTroveID-130980, UKCRN ID 11199, USO 09179, USON 09-179","An Open-label, Multicenter, Randomized, Phase II Study of a Recombinant Human Anti-VEGFR-2 Monoclonal Antibody, 1121B in Combination with Platinum-based Chemotherapy Versus Platinum-based Chemotherapy Alone as First-line Treatment of Patients with Recurrent or Advanced Non-small Cell Lung Cancer (NSCLC)",Oncology,"Oncology: Lung, Non-Small Cell",Eli Lilly {ImClone},"Industry, Top 20 Pharma","Disease Progression, Magnetic Resonance Imaging, Progression-free survival, Progressive disease rate, Response evaluation criteria in solid tumors","Adverse Events, Clinical benefit rate, Complete response, Duration of overall response, Overall response rate - duration, Overall response rate, Overall survival, Partial response, Progressive disease rate, Response evaluation criteria in solid tumors, Response rate, Safety and Tolerability, Serious Adverse Events, Stable Disease, Treatment Emergent Adverse Events",True,NCT01160744,40407
2708,128824,"13895, 20101238, CP12-0919, DRKS00003671, EudraCT Number: 2010-019318-26, HCC027, HIC 1108008910, I4T-IE-JVBF, IMCL CP12-0919, IMCL CP12-0919 8248, IMCL_CP12-0919, IMCL_CP12-0919_(I4T-IE-JVBF), ImClone IMCL CP12-0919, JapicCTI-101318, NCT01140347, NL37954.018.11, NMRR-11-34-8248, REACH, REACH (IMCL CP12-0919), RECF1479, TrialTroveID-128824, Yale9507671","A Multicenter, Randomized, Double-Blind, Phase III Study of Ramucirumab (IMC-1121B) Drug Product  and Best Supportive Care (BSC) Versus Placebo and BSC as Second-Line Treatment in Patients With Hepatocellular Carcinoma Following First-Line Therapy With Sorafenib (REACH)",Oncology,Oncology: Liver,"Eli Lilly {ImClone}, Menarini Group/Stemline Therapeutics","Industry, Top 20 Pharma, Industry, all other pharma","Body Mass Index, Disease Progression, Overall survival","Adverse Events, Anti-drug antibodies, Cmax, Complete response, EQ-5D, Overall response rate, Overall survival, Partial response, Progression-free survival, Progressive disease rate, Quality of Life, Response evaluation criteria in solid tumors, Safety and Tolerability, Safety and Tolerability, Serious Adverse Events, Time to progression, Vital signs",True,NCT01140347,40407
2709,126319,"13942, CP20-0801, GI 141, I4Y-IE-JCDB, IMCL CP20 GI, IMCL CP20-0801, McG 1008, NCT01111604, TrialTroveID-126319, VICCGI0999","An Open-label, Multicenter, Randomized Phase 2 Study Evaluating the Safety and Efficacy of 5 FU/FA and Oxaliplatin (Modified FOLFOX 6) in Combination With Ramucirumab or IMC-18F1 or Without Investigational Therapy as Second Line Therapy in Patients With Metastatic Colorectal Cancer Following Disease Progression on First Line Irinotecan-based Therapy",Oncology,Oncology: Colorectal,Eli Lilly {ImClone},"Industry, Top 20 Pharma","Disease Progression, Progression-free survival, Progressive disease rate, Response evaluation criteria in solid tumors","Adverse Events, Cmax, Cmin, Complete response, Disease Progression, Duration of overall response, Overall response rate, Overall survival, Partial response, Response evaluation criteria in solid tumors, Safety and Tolerability, Serious Adverse Events",True,NCT01111604,40407
